name,timestamp,total_Runtime,run,cache,saveTime,queryStr,loadTime,saveMode,output,queryTime,input,numPartitions,spark.driver.host,spark.driver.port,spark.jars,spark.app.name,spark.executor.id,spark.submit.deployMode,spark.master,spark.ui.filters,spark.driver.appUIAddress,spark.org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter.param.PROXY_HOSTS,spark.org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter.param.PROXY_URI_BASES,spark.app.id,description
sql,12705502527360,1053253654,0,false,0,select input.c1 from input where input.c1 < -0.9,453196139,error,"",600057515,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,44267,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0002,application_1557247951444_0002,Read data from data source
sql,12707520793400,237098838,1,false,0,select input.c1 from input where input.c1 < -0.9,206695345,error,"",30403493,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,44267,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0002,application_1557247951444_0002,Read data from data source
sql,12708011801424,210422012,2,false,0,select input.c1 from input where input.c1 < -0.9,179728173,error,"",30693839,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,44267,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0002,application_1557247951444_0002,Read data from data source
sql,12708559641119,382309340,3,false,0,select input.c1 from input where input.c1 < -0.9,350993721,error,"",31315619,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,44267,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0002,application_1557247951444_0002,Read data from data source
sql,12709293853641,184371489,4,false,0,select input.c1 from input where input.c1 < -0.9,158176633,error,"",26194856,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,44267,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0002,application_1557247951444_0002,Read data from data source
sql,12709681722663,173578610,5,false,0,select input.c1 from input where input.c1 < -0.9,151068747,error,"",22509863,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,44267,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0002,application_1557247951444_0002,Read data from data source
sql,12710192766930,300135364,6,false,0,select input.c1 from input where input.c1 < -0.9,280018409,error,"",20116955,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,44267,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0002,application_1557247951444_0002,Read data from data source
sql,12710821553628,148697445,7,false,0,select input.c1 from input where input.c1 < -0.9,131049479,error,"",17647966,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,44267,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0002,application_1557247951444_0002,Read data from data source
sql,12711176937873,139134552,8,false,0,select input.c1 from input where input.c1 < -0.9,118375643,error,"",20758909,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,44267,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0002,application_1557247951444_0002,Read data from data source
sql,12711491171488,160194850,9,false,0,select input.c1 from input where input.c1 < -0.9,140677757,error,"",19517093,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,44267,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0002,application_1557247951444_0002,Read data from data source
