name,timestamp,total_Runtime,run,cache,saveTime,queryStr,loadTime,saveMode,output,queryTime,input,numPartitions,spark.driver.host,spark.driver.port,spark.jars,spark.app.name,spark.executor.id,spark.submit.deployMode,spark.master,spark.ui.filters,spark.driver.appUIAddress,spark.org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter.param.PROXY_HOSTS,spark.org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter.param.PROXY_URI_BASES,spark.app.id,description
sql,7583811076543,787140084,0,false,0,select input.c1 from input where input.c1 < -0.9,226087282,error,"",561052802,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,35831,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557242834757_0002,application_1557242834757_0002,Read data from data source
sql,7585247432557,222181649,1,false,0,select input.c1 from input where input.c1 < -0.9,184791268,error,"",37390381,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,35831,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557242834757_0002,application_1557242834757_0002,Read data from data source
sql,7585726881980,223011787,2,false,0,select input.c1 from input where input.c1 < -0.9,170868954,error,"",52142833,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,35831,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557242834757_0002,application_1557242834757_0002,Read data from data source
sql,7586246151043,239188605,3,false,0,select input.c1 from input where input.c1 < -0.9,184764170,error,"",54424435,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,35831,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557242834757_0002,application_1557242834757_0002,Read data from data source
sql,7586713195089,155415887,4,false,0,select input.c1 from input where input.c1 < -0.9,131198200,error,"",24217687,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,35831,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557242834757_0002,application_1557242834757_0002,Read data from data source
sql,7587207116656,139596548,5,false,0,select input.c1 from input where input.c1 < -0.9,121415239,error,"",18181309,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,35831,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557242834757_0002,application_1557242834757_0002,Read data from data source
sql,7587549192974,121255223,6,false,0,select input.c1 from input where input.c1 < -0.9,103912799,error,"",17342424,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,35831,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557242834757_0002,application_1557242834757_0002,Read data from data source
sql,7587854702649,142375501,7,false,0,select input.c1 from input where input.c1 < -0.9,121648867,error,"",20726634,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,35831,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557242834757_0002,application_1557242834757_0002,Read data from data source
sql,7588168210572,124058616,8,false,0,select input.c1 from input where input.c1 < -0.9,107774465,error,"",16284151,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,35831,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557242834757_0002,application_1557242834757_0002,Read data from data source
sql,7588437438315,127842128,9,false,0,select input.c1 from input where input.c1 < -0.9,103786751,error,"",24055377,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,35831,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557242834757_0002,application_1557242834757_0002,Read data from data source
sql,7588742330340,125177998,10,false,0,select input.c1 from input where input.c1 < -0.9,107188288,error,"",17989710,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,35831,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557242834757_0002,application_1557242834757_0002,Read data from data source
sql,7589088390917,167420439,11,false,0,select input.c1 from input where input.c1 < -0.9,151295571,error,"",16124868,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,35831,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557242834757_0002,application_1557242834757_0002,Read data from data source
sql,7589528351380,147842471,12,false,0,select input.c1 from input where input.c1 < -0.9,133437216,error,"",14405255,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,35831,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557242834757_0002,application_1557242834757_0002,Read data from data source
sql,7589849479690,110141794,13,false,0,select input.c1 from input where input.c1 < -0.9,98081962,error,"",12059832,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,35831,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557242834757_0002,application_1557242834757_0002,Read data from data source
sql,7590139128919,203720002,14,false,0,select input.c1 from input where input.c1 < -0.9,173789298,error,"",29930704,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,35831,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557242834757_0002,application_1557242834757_0002,Read data from data source
