name,timestamp,total_Runtime,run,cache,saveTime,queryStr,loadTime,saveMode,output,queryTime,input,numPartitions,spark.driver.host,spark.driver.port,spark.jars,spark.app.name,spark.executor.id,spark.submit.deployMode,spark.master,spark.ui.filters,spark.driver.appUIAddress,spark.org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter.param.PROXY_HOSTS,spark.org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter.param.PROXY_URI_BASES,spark.app.id,description
sql,14207326410403,770663092,0,false,0,select input.c1 from input where input.c1 < -0.9,293860173,error,"",476802919,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
sql,14208742893914,199567038,1,false,0,select input.c1 from input where input.c1 < -0.9,168712383,error,"",30854655,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
sql,14209169717855,170087136,2,false,0,select input.c1 from input where input.c1 < -0.9,144138703,error,"",25948433,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
sql,14209593601057,283051292,3,false,0,select input.c1 from input where input.c1 < -0.9,229493549,error,"",53557743,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
sql,14210177175021,140928274,4,false,0,select input.c1 from input where input.c1 < -0.9,117139114,error,"",23789160,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
sql,14210523872170,157929722,5,false,0,select input.c1 from input where input.c1 < -0.9,136481151,error,"",21448571,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
sql,14210857249104,110479739,6,false,0,select input.c1 from input where input.c1 < -0.9,93282136,error,"",17197603,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
sql,14211136114800,154705836,7,false,0,select input.c1 from input where input.c1 < -0.9,137103391,error,"",17602445,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
sql,14211428428004,142836313,8,false,0,select input.c1 from input where input.c1 < -0.9,107859137,error,"",34977176,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
sql,14211796191206,289750358,9,false,0,select input.c1 from input where input.c1 < -0.9,247982800,error,"",41767558,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
sql,14212394496907,169200613,10,false,0,select input.c1 from input where input.c1 < -0.9,154140664,error,"",15059949,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
sql,14212717982775,125606864,11,false,0,select input.c1 from input where input.c1 < -0.9,106782604,error,"",18824260,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
sql,14213031198140,189074465,12,false,0,select input.c1 from input where input.c1 < -0.9,170039537,error,"",19034928,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
sql,14213420247209,241487130,13,false,0,select input.c1 from input where input.c1 < -0.9,202676665,error,"",38810465,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
sql,14213889769068,239872361,14,false,0,select input.c1 from input where input.c1 < -0.9,202793242,error,"",37079119,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
sql,14214496932159,364276835,15,false,0,select input.c1 from input where input.c1 < -0.9,348663945,error,"",15612890,/tmp/spark-bench-test/kmeans-data.parquet,"",spark,40823,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,yarn,org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter,http://spark:4040,nodemanager1,http://nodemanager1:8088/proxy/application_1557247951444_0006,application_1557247951444_0006,Read data from data source
